setting,n,m,Cox_negll,AM_negll,LT_negll,Flex_negll,Cox_npar,AM_npar,LT_npar,Flex_npar
1,1000,1000,-0.8731527356107427,-0.7386289109405607,-0.7981038341407366,-0.8808350993966537,14,10,15,22
1,1000,1000,-1.106104085248859,-0.9913453815178782,-0.994353602656759,-1.107939917666562,14,10,15,22
1,1000,1000,-0.9462625324130818,-0.8174490213075951,-0.8563404161287058,-0.9499451638593741,14,10,15,22
1,1000,1000,-0.43208679453642707,-0.3313000913474457,-0.3976540178280602,-0.43556320296645984,14,10,15,22
1,1000,1000,-1.326780289541682,-1.1807964783358498,-1.2581868832915157,-1.3361773944121278,14,10,15,22
1,1000,1000,-0.8565724113610595,-0.7385063966423764,-0.8194791799610444,-0.8698979256638067,14,10,15,22
1,1000,1000,-1.0972352182219283,-0.9838847253718863,-1.027862850029258,-1.1021273540106713,14,10,15,22
1,1000,1000,-0.715701967991295,-0.5706513087545317,-0.6979297384415831,-0.7285361215335224,14,10,15,22
1,1000,1000,-1.186340615952158,-1.0547453771869972,-0.9848498370237531,-1.196452372306253,14,10,15,22
1,2000,2000,-0.7131372234535575,-0.6241819238416138,-0.6597774902027368,-0.7165234147371562,14,10,15,22
1,2000,2000,-0.8393808048343321,-0.7266637389656666,-0.7689870665506164,-0.8435643532083832,14,10,15,22
1,2000,2000,-1.0402212097866463,-0.9199404038945358,-0.9873073663701507,-1.0507129867411655,14,10,15,22
1,2000,2000,-0.9818891048344404,-0.8807306080462586,-0.9190966040621652,-0.9834384011115435,14,10,15,22
1,2000,2000,-1.1143418592942416,-0.9816121389429154,-1.0436793246548264,-1.1169517732418373,14,10,15,22
1,2000,2000,-0.7431676603653523,-0.6236404894478651,-0.6904997966351575,-0.7506070011207812,14,10,15,22
1,2000,2000,-0.9252699071189422,-0.8236525653733107,-0.8721822398988675,-0.9365553094637434,14,10,15,22
