setting,n,truth,crit,n_ok,Cox,AM,LT,Flex,correct
7,1000,Flex,BIC,89,0.0,0.011235955056179775,0.0,0.9887640449438202,0.9887640449438202
7,1000,Flex,AIC,89,0.0,0.0,0.0,1.0,1.0
7,4000,Flex,BIC,85,0.0,0.0,0.0,1.0,1.0
7,4000,Flex,AIC,85,0.0,0.0,0.0,1.0,1.0
4,1000,Flex,BIC,86,0.0,0.0,1.0,0.0,0.0
4,1000,Flex,AIC,86,0.0,0.0,0.8837209302325582,0.11627906976744186,0.11627906976744186
